employee_id,job_level,department,start_date,survey_date,tenure_years,comment,_ground_truth_sentiment,_ground_truth_theme
EMP0196,IC4,Product,4/1/21,11/1/24,3.6,"I manage my own boundaries pretty well, but I can see how it would be harder for others.",neutral,work_life_balance
EMP0197,IC2,People & HR,1/19/24,11/1/24,0.8,The values aren't just marketing copy — I see them reflected in how decisions get made.,positive,culture_inclusion
EMP0198,IC5,Product,5/19/20,11/1/24,4.5,My comp hasn't kept up with inflation and conversations about it go nowhere.,negative,compensation_benefits
EMP0199,IC4,Sales,6/26/20,11/1/24,4.4,Async-first culture means I can do deep work without constant interruptions.,positive,work_life_balance
EMP0200,IC5,Customer Success,8/11/22,11/1/24,2.2,This is the most inclusive team I've been on. I feel like I can bring my whole self to work.,positive,culture_inclusion
EMP0201,IC5,Marketing,9/6/21,11/1/24,3.2,I'm regularly pinged after 9pm by leadership and there's an implied expectation to respond immediately.,negative,work_life_balance
EMP0202,IC1,Product,1/18/22,11/1/24,2.8,Poor cross-team coordination means everything is a fire drill. The constant urgency is exhausting.,negative,team_collaboration+work_life_balance
EMP0203,IC4,Legal,7/21/20,11/1/24,4.3,Work-life balance depends entirely on your team and what quarter it is. Officially it's fine.,neutral,work_life_balance
EMP0204,IC1,Finance,5/23/22,11/1/24,2.4,Async-first culture means I can do deep work without constant interruptions.,positive,work_life_balance
EMP0205,M2,Finance,11/25/17,11/1/24,6.9,I discovered I'm paid significantly less than peers doing the same work. That's been demoralizing.,negative,compensation_benefits
EMP0206,IC3,People & HR,5/21/20,11/1/24,4.5,Work-life balance depends entirely on your team and what quarter it is. Officially it's fine.,neutral,work_life_balance
EMP0207,IC2,Finance,12/24/22,11/1/24,1.9,"The company is in a transitional phase and the culture feels unsettled. Not bad, just uncertain.",neutral,culture_inclusion
EMP0208,M1,Sales,2/17/21,11/1/24,3.7,My immediate team is great but the broader culture is harder to read. It depends a lot on who you work with.,neutral,team_collaboration+culture_inclusion
EMP0209,IC4,Product,5/26/21,11/1/24,3.4,The company invests in learning — I've used the development budget every year without friction.,positive,growth_development
EMP0210,IC2,Marketing,7/11/23,11/1/24,1.3,The flexibility and the culture of respect here make this job sustainable in a way I haven't experienced before.,positive,work_life_balance+culture_inclusion
EMP0211,IC3,Product,4/30/20,11/1/24,4.5,Senior leadership is fairly removed from day-to-day realities. Not a problem but worth noting.,neutral,management_leadership
EMP0212,M1,People & HR,7/11/21,11/1/24,3.3,Career paths are clearer in some functions than others. Mine is ambiguous.,neutral,growth_development
EMP0213,IC1,Sales,11/12/22,11/1/24,2,Pay is acceptable but not exceptional. I stay for other reasons.,neutral,compensation_benefits
EMP0214,M1,Engineering,10/6/20,11/1/24,4.1,Psychological safety is high on my team. We have real debates and nobody shuts people down.,positive,culture_inclusion
EMP0215,M2,Legal,4/15/19,11/1/24,5.6,I've been in the same role for three years with no promotion conversation ever initiated.,negative,growth_development
EMP0216,IC4,Customer Success,7/22/21,11/1/24,3.3,"The company is in a transitional phase and the culture feels unsettled. Not bad, just uncertain.",neutral,culture_inclusion
EMP0217,M1,Product,11/25/21,11/1/24,2.9,"No promotions, no real raises, and no clarity on what it would take to change that. The investment feels very one-directional.",negative,growth_development+compensation_benefits
EMP0218,M3,Customer Success,6/13/18,11/1/24,6.4,Leadership talks about psychological safety but punishes people who speak up. The hypocrisy is demoralizing.,negative,culture_inclusion+management_leadership
EMP0219,M2,Sales,8/3/19,11/1/24,5.3,The culture has shifted noticeably since the last round of layoffs. Trust is low.,negative,culture_inclusion
EMP0220,IC2,People & HR,6/30/22,11/1/24,2.3,My workload is challenging but sustainable. I rarely feel overwhelmed.,positive,work_life_balance
EMP0221,M1,Design,12/1/21,11/1/24,2.9,Leadership talks about psychological safety but punishes people who speak up. The hypocrisy is demoralizing.,negative,culture_inclusion+management_leadership
EMP0222,M2,Sales,2/26/21,11/1/24,3.7,"PTO exists in theory, but the actual workload makes it impossible to disconnect.",negative,work_life_balance
EMP0223,M1,Finance,8/28/21,11/1/24,3.2,"The pace here doesn't allow time for learning. Everything is execution, always.",negative,growth_development
EMP0224,IC2,Legal,9/20/20,11/1/24,4.1,Certain voices consistently dominate meetings and leadership hasn't done anything about it.,negative,culture_inclusion
EMP0225,IC3,Sales,8/26/22,11/1/24,2.2,Cross-functional work flows well here. Other teams are responsive and easy to work with.,positive,team_collaboration
EMP0226,IC3,Design,6/2/23,11/1/24,1.4,My manager gives me autonomy while still being available when I need support. That balance is hard to find.,positive,management_leadership
EMP0227,IC1,Legal,2/15/21,11/1/24,3.7,People here celebrate each other's wins publicly and often. It creates real positive energy.,positive,team_collaboration
EMP0228,IC3,Finance,12/10/22,11/1/24,1.9,Senior leadership does a great job communicating the company direction. I always feel like I know where we're headed.,positive,management_leadership
EMP0229,IC1,Customer Success,7/14/22,11/1/24,2.3,The 401k match and financial wellness perks are a real differentiator.,positive,compensation_benefits
EMP0230,M3,Sales,1/28/20,11/1/24,4.8,The pay process is completely opaque. I have no idea how decisions get made.,negative,compensation_benefits
EMP0231,M3,People & HR,10/19/18,11/1/24,6,My manager has never once asked me about my career goals. I feel completely invisible.,negative,management_leadership
EMP0232,IC3,Finance,9/25/22,11/1/24,2.1,Leadership talks about psychological safety but punishes people who speak up. The hypocrisy is demoralizing.,negative,culture_inclusion+management_leadership
EMP0233,M3,Engineering,4/22/19,11/1/24,5.5,"Advancement seems to go to people who are well-networked, not people who perform. It doesn't feel merit-based.",negative,growth_development+culture_inclusion
EMP0234,IC5,Product,5/25/22,11/1/24,2.4,My manager regularly takes credit for the team's work and it's demoralizing.,negative,management_leadership
EMP0235,IC2,Finance,2/6/23,11/1/24,1.7,A few high performers are allowed to behave badly because of their output. It's corrosive.,negative,culture_inclusion
EMP0236,M2,Engineering,1/24/19,11/1/24,5.8,Culture varies significantly by team. Org-wide initiatives feel disconnected from day-to-day experience.,neutral,culture_inclusion
EMP0237,IC1,Marketing,1/19/23,11/1/24,1.8,There are no real mentorship opportunities here. You're expected to figure it out on your own.,negative,growth_development
EMP0238,IC3,Design,8/21/23,11/1/24,1.2,The company invests in learning — I've used the development budget every year without friction.,positive,growth_development
EMP0239,M3,Customer Success,12/8/17,11/1/24,6.9,I learn so much just from working alongside my teammates. The collaboration here accelerates my development in a way that's hard to quantify.,positive,team_collaboration+growth_development
EMP0240,IC3,Marketing,10/10/20,11/1/24,4.1,I discovered I'm paid significantly less than peers doing the same work. That's been demoralizing.,negative,compensation_benefits
EMP0241,IC4,Sales,9/2/21,11/1/24,3.2,There's a clear leveling framework and I always know what I need to demonstrate to advance.,positive,growth_development
EMP0242,IC2,Customer Success,9/21/23,11/1/24,1.1,There's a serious lack of psychological safety on my team. Feedback flows one direction — down.,negative,management_leadership
EMP0243,IC4,Legal,7/21/22,11/1/24,2.3,I learn so much just from working alongside my teammates. The collaboration here accelerates my development in a way that's hard to quantify.,positive,team_collaboration+growth_development
EMP0244,M2,Marketing,10/30/20,11/1/24,4,Leadership talks about psychological safety but punishes people who speak up. The hypocrisy is demoralizing.,negative,culture_inclusion+management_leadership
EMP0245,IC1,Product,8/25/22,11/1/24,2.2,Poor cross-team coordination means everything is a fire drill. The constant urgency is exhausting.,negative,team_collaboration+work_life_balance
EMP0246,IC5,People & HR,10/10/22,11/1/24,2.1,The flexibility and the culture of respect here make this job sustainable in a way I haven't experienced before.,positive,work_life_balance+culture_inclusion
EMP0247,M1,Product,8/16/21,11/1/24,3.2,The company invests in learning — I've used the development budget every year without friction.,positive,growth_development
EMP0248,M3,Customer Success,11/5/17,11/1/24,7,"The pay is fair and the culture backs it up — I feel valued in concrete ways, not just in words.",positive,compensation_benefits+culture_inclusion
EMP0249,IC5,Engineering,9/26/21,11/1/24,3.1,My manager is a genuine advocate for my development. She proactively nominated me for a high-visibility project and the growth has been real.,positive,management_leadership+growth_development
EMP0250,IC5,People & HR,12/23/19,11/1/24,4.9,Healthcare benefits are excellent — one of the best I've seen at any company.,positive,compensation_benefits
EMP0251,IC4,Engineering,10/3/21,11/1/24,3.1,"I get to work on hard, novel problems every week. My skills are growing faster here than anywhere else.",positive,growth_development
EMP0252,IC2,Sales,4/13/22,11/1/24,2.6,Raises exist but they're modest. Meaningful jumps only seem to happen with a promotion.,neutral,compensation_benefits
EMP0253,IC3,People & HR,1/25/21,11/1/24,3.8,Leadership makes big promises during all-hands and then we never hear about them again.,negative,management_leadership
EMP0254,M2,Product,6/9/21,11/1/24,3.4,Tooling and processes for collaboration have improved but there's still friction.,neutral,team_collaboration
EMP0255,IC2,People & HR,11/24/23,11/1/24,0.9,The 401k match and financial wellness perks are a real differentiator.,positive,compensation_benefits
EMP0256,IC3,Finance,12/26/19,11/1/24,4.9,Career paths are clearer in some functions than others. Mine is ambiguous.,neutral,growth_development
EMP0257,IC5,Finance,4/13/19,11/1/24,5.6,The culture has shifted noticeably since the last round of layoffs. Trust is low.,negative,culture_inclusion
EMP0258,M1,Finance,7/1/19,11/1/24,5.3,The inclusion language is polished but the lived experience is very different.,negative,culture_inclusion
EMP0259,IC1,Customer Success,2/17/24,11/1/24,0.7,My workload is challenging but sustainable. I rarely feel overwhelmed.,positive,work_life_balance
EMP0260,IC1,Finance,6/11/21,11/1/24,3.4,My workload is challenging but sustainable. I rarely feel overwhelmed.,positive,work_life_balance
EMP0261,IC2,Customer Success,2/15/21,11/1/24,3.7,My workload is challenging but sustainable. I rarely feel overwhelmed.,positive,work_life_balance
EMP0262,IC2,Marketing,3/13/24,11/1/24,0.6,The bonus structure looks good on paper but the targets are set so high they're rarely achievable.,negative,compensation_benefits
EMP0263,IC5,Product,5/28/21,11/1/24,3.4,Leadership makes big promises during all-hands and then we never hear about them again.,negative,management_leadership
EMP0264,IC4,Customer Success,9/2/22,11/1/24,2.2,The flexibility and the culture of respect here make this job sustainable in a way I haven't experienced before.,positive,work_life_balance+culture_inclusion
EMP0265,IC2,Customer Success,7/9/20,11/1/24,4.3,There are no real mentorship opportunities here. You're expected to figure it out on your own.,negative,growth_development
EMP0266,IC5,Product,3/8/21,11/1/24,3.7,"The pace here doesn't allow time for learning. Everything is execution, always.",negative,growth_development
EMP0267,M1,Design,7/10/19,11/1/24,5.3,Cross-functional work flows well here. Other teams are responsive and easy to work with.,positive,team_collaboration
EMP0268,IC1,Customer Success,10/24/22,11/1/24,2,Leadership communicates the big picture but the details often get lost by the time they reach my level.,neutral,management_leadership
EMP0269,IC2,Product,8/11/22,11/1/24,2.2,The 401k match and financial wellness perks are a real differentiator.,positive,compensation_benefits
EMP0270,M2,Finance,8/28/18,11/1/24,6.2,I've been promoted twice in three years and feel like my contributions are recognized.,positive,growth_development
EMP0271,M3,Customer Success,7/29/17,11/1/24,7.3,"Advancement seems to go to people who are well-networked, not people who perform. It doesn't feel merit-based.",negative,growth_development+culture_inclusion
EMP0272,IC3,Design,6/4/21,11/1/24,3.4,There's a stated commitment to inclusion but I haven't seen it translate into structural changes.,neutral,culture_inclusion
EMP0273,IC3,Sales,12/11/22,11/1/24,1.9,Async-first culture means I can do deep work without constant interruptions.,positive,work_life_balance
EMP0274,IC2,Sales,12/9/22,11/1/24,1.9,I've never felt pressure to answer messages outside of work hours. The team respects boundaries.,positive,work_life_balance
EMP0275,IC2,Sales,7/11/21,11/1/24,3.3,Leadership communicates the big picture but the details often get lost by the time they reach my level.,neutral,management_leadership
EMP0276,M1,Design,3/19/19,11/1/24,5.6,This is the most inclusive team I've been on. I feel like I can bring my whole self to work.,positive,culture_inclusion
EMP0277,IC4,Sales,2/25/20,11/1/24,4.7,Benefits are solid but not what sets this place apart. The work itself does.,neutral,compensation_benefits
EMP0278,M3,Sales,1/6/20,11/1/24,4.8,Staffing shortages mean the remaining team is spread impossibly thin. Burnout is rampant.,negative,work_life_balance
EMP0279,IC1,Product,12/14/23,11/1/24,0.9,Tooling and processes for collaboration have improved but there's still friction.,neutral,team_collaboration
EMP0280,M1,Design,8/1/20,11/1/24,4.3,The pay process is completely opaque. I have no idea how decisions get made.,negative,compensation_benefits
EMP0281,IC2,People & HR,7/22/22,11/1/24,2.3,"The pay is fair and the culture backs it up — I feel valued in concrete ways, not just in words.",positive,compensation_benefits+culture_inclusion
EMP0282,IC3,Marketing,4/23/23,11/1/24,1.5,Leadership has been transparent about the challenges we're facing and I appreciate the honesty.,positive,management_leadership
EMP0283,IC3,Marketing,1/6/22,11/1/24,2.8,Cross-team prioritization is a constant struggle. Nobody wants to deprioritize their own roadmap.,negative,team_collaboration
EMP0284,M3,Customer Success,8/4/18,11/1/24,6.2,A few high performers are allowed to behave badly because of their output. It's corrosive.,negative,culture_inclusion
EMP0285,M3,Legal,1/14/20,11/1/24,4.8,People are genuinely curious and kind here. The culture is a real competitive advantage.,positive,culture_inclusion
EMP0286,M3,Customer Success,10/14/19,11/1/24,5.1,The pay process is completely opaque. I have no idea how decisions get made.,negative,compensation_benefits
EMP0287,M1,Sales,2/11/20,11/1/24,4.7,"I've had three managers in two years, so it's hard to evaluate management consistently.",neutral,management_leadership
EMP0288,M1,Marketing,4/9/19,11/1/24,5.6,The 401k match and financial wellness perks are a real differentiator.,positive,compensation_benefits
EMP0289,IC2,Sales,8/16/23,11/1/24,1.2,"PTO exists in theory, but the actual workload makes it impossible to disconnect.",negative,work_life_balance
EMP0290,IC3,People & HR,9/26/22,11/1/24,2.1,The culture is good but starting to shift as the company grows. I hope it holds.,neutral,culture_inclusion
EMP0291,IC3,Engineering,12/25/21,11/1/24,2.9,Decisions are made without consulting the people who will be most impacted by them.,negative,team_collaboration
EMP0292,IC3,Legal,1/5/22,11/1/24,2.8,The bonus structure looks good on paper but the targets are set so high they're rarely achievable.,negative,compensation_benefits
EMP0293,M1,Sales,7/13/19,11/1/24,5.3,I've watched external hires fill senior roles that internal candidates were clearly ready for.,negative,growth_development
EMP0294,M3,Sales,4/17/21,11/1/24,3.5,Benefits are solid but not what sets this place apart. The work itself does.,neutral,compensation_benefits
EMP0295,M3,Engineering,11/25/19,11/1/24,4.9,My manager has never once asked me about my career goals. I feel completely invisible.,negative,management_leadership
EMP0296,IC1,Marketing,7/25/21,11/1/24,3.3,I've grown in my role but I'm starting to wonder if there's a ceiling.,neutral,growth_development
EMP0297,IC4,Design,3/8/23,11/1/24,1.7,"Collaboration depends a lot on which team you're working with. Some are great, some are siloed.",neutral,team_collaboration
EMP0298,M1,Customer Success,1/10/20,11/1/24,4.8,The 401k match and financial wellness perks are a real differentiator.,positive,compensation_benefits
EMP0299,IC1,Customer Success,11/17/20,11/1/24,4,The company actually encourages people to take PTO and fully unplug. That's rare.,positive,work_life_balance
EMP0300,M2,Legal,2/14/20,11/1/24,4.7,Leadership makes big promises during all-hands and then we never hear about them again.,negative,management_leadership
